"","state","eth","male","age","educ","n"
"2353",13,"Hispanic",-0.5,"40-49","Some college",5573
"2354",13,"Hispanic",-0.5,"40-49","4-Year College",4166
"2355",13,"Hispanic",-0.5,"40-49","Post-grad",2165
"2356",13,"Hispanic",-0.5,"50-59","No HS",2459
"2357",13,"Hispanic",-0.5,"50-59","HS",2859
"2358",13,"Hispanic",-0.5,"50-59","Some college",3962
"2359",13,"Hispanic",-0.5,"50-59","4-Year College",2577
"2360",13,"Hispanic",-0.5,"50-59","Post-grad",1603
"2361",13,"Hispanic",-0.5,"60-69","No HS",1498
"2362",13,"Hispanic",-0.5,"60-69","HS",2073
"2363",13,"Hispanic",-0.5,"60-69","Some college",2890
"2364",13,"Hispanic",-0.5,"60-69","4-Year College",1253
"2365",13,"Hispanic",-0.5,"60-69","Post-grad",1038
"2366",13,"Hispanic",-0.5,"70+","No HS",2102
"2367",13,"Hispanic",-0.5,"70+","HS",1799
"2368",13,"Hispanic",-0.5,"70+","Some college",1577
"2369",13,"Hispanic",-0.5,"70+","4-Year College",691
"2370",13,"Hispanic",-0.5,"70+","Post-grad",353
"2371",13,"Hispanic",0.5,"18-29","No HS",7093
"2372",13,"Hispanic",0.5,"18-29","HS",13407
"2373",13,"Hispanic",0.5,"18-29","Some college",13221
"2374",13,"Hispanic",0.5,"18-29","4-Year College",3355
"2375",13,"Hispanic",0.5,"18-29","Post-grad",484
"2376",13,"Hispanic",0.5,"30-39","No HS",3451
"2377",13,"Hispanic",0.5,"30-39","HS",5698
"2378",13,"Hispanic",0.5,"30-39","Some college",5015
"2379",13,"Hispanic",0.5,"30-39","4-Year College",3037
"2380",13,"Hispanic",0.5,"30-39","Post-grad",1452
"2381",13,"Hispanic",0.5,"40-49","No HS",4237
"2382",13,"Hispanic",0.5,"40-49","HS",4935
"2383",13,"Hispanic",0.5,"40-49","Some college",5791
"2384",13,"Hispanic",0.5,"40-49","4-Year College",3530
"2385",13,"Hispanic",0.5,"40-49","Post-grad",2304
"2386",13,"Hispanic",0.5,"50-59","No HS",3390
"2387",13,"Hispanic",0.5,"50-59","HS",3445
"2388",13,"Hispanic",0.5,"50-59","Some college",3344
"2389",13,"Hispanic",0.5,"50-59","4-Year College",2782
"2390",13,"Hispanic",0.5,"50-59","Post-grad",2236
"2391",13,"Hispanic",0.5,"60-69","No HS",1686
"2392",13,"Hispanic",0.5,"60-69","HS",1920
"2393",13,"Hispanic",0.5,"60-69","Some college",2085
"2394",13,"Hispanic",0.5,"60-69","4-Year College",1634
"2395",13,"Hispanic",0.5,"60-69","Post-grad",1446
"2396",13,"Hispanic",0.5,"70+","No HS",1365
"2397",13,"Hispanic",0.5,"70+","HS",956
"2398",13,"Hispanic",0.5,"70+","Some college",1046
"2399",13,"Hispanic",0.5,"70+","4-Year College",788
"2400",13,"Hispanic",0.5,"70+","Post-grad",687
"2401",15,"White",-0.5,"18-29","No HS",792
"2402",15,"White",-0.5,"18-29","HS",4062
"2403",15,"White",-0.5,"18-29","Some college",8787
"2404",15,"White",-0.5,"18-29","4-Year College",5554
"2405",15,"White",-0.5,"18-29","Post-grad",1403
"2406",15,"White",-0.5,"30-39","No HS",552
"2407",15,"White",-0.5,"30-39","HS",2410
"2408",15,"White",-0.5,"30-39","Some college",5669
"2409",15,"White",-0.5,"30-39","4-Year College",6798
"2410",15,"White",-0.5,"30-39","Post-grad",3917
"2411",15,"White",-0.5,"40-49","No HS",335
"2412",15,"White",-0.5,"40-49","HS",2065
"2413",15,"White",-0.5,"40-49","Some college",4907
"2414",15,"White",-0.5,"40-49","4-Year College",4915
"2415",15,"White",-0.5,"40-49","Post-grad",3482
"2416",15,"White",-0.5,"50-59","No HS",511
"2417",15,"White",-0.5,"50-59","HS",3678
"2418",15,"White",-0.5,"50-59","Some college",6529
"2419",15,"White",-0.5,"50-59","4-Year College",5265
"2420",15,"White",-0.5,"50-59","Post-grad",3484
"2421",15,"White",-0.5,"60-69","No HS",418
"2422",15,"White",-0.5,"60-69","HS",4265
"2423",15,"White",-0.5,"60-69","Some college",8396
"2424",15,"White",-0.5,"60-69","4-Year College",6077
"2425",15,"White",-0.5,"60-69","Post-grad",5049
"2426",15,"White",-0.5,"70+","No HS",1730
"2427",15,"White",-0.5,"70+","HS",5497
"2428",15,"White",-0.5,"70+","Some college",5173
"2429",15,"White",-0.5,"70+","4-Year College",3950
"2430",15,"White",-0.5,"70+","Post-grad",3412
"2431",15,"White",0.5,"18-29","No HS",836
"2432",15,"White",0.5,"18-29","HS",11376
"2433",15,"White",0.5,"18-29","Some college",12949
"2434",15,"White",0.5,"18-29","4-Year College",5244
"2435",15,"White",0.5,"18-29","Post-grad",699
"2436",15,"White",0.5,"30-39","No HS",461
"2437",15,"White",0.5,"30-39","HS",4931
"2438",15,"White",0.5,"30-39","Some college",8174
"2439",15,"White",0.5,"30-39","4-Year College",7002
"2440",15,"White",0.5,"30-39","Post-grad",3423
"2441",15,"White",0.5,"40-49","No HS",354
"2442",15,"White",0.5,"40-49","HS",3355
"2443",15,"White",0.5,"40-49","Some college",7228
"2444",15,"White",0.5,"40-49","4-Year College",5344
"2445",15,"White",0.5,"40-49","Post-grad",3886
"2446",15,"White",0.5,"50-59","No HS",892
"2447",15,"White",0.5,"50-59","HS",5463
"2448",15,"White",0.5,"50-59","Some college",6898
"2449",15,"White",0.5,"50-59","4-Year College",5574
"2450",15,"White",0.5,"50-59","Post-grad",4437
"2451",15,"White",0.5,"60-69","No HS",1128
"2452",15,"White",0.5,"60-69","HS",4314
"2453",15,"White",0.5,"60-69","Some college",9476
"2454",15,"White",0.5,"60-69","4-Year College",6606
"2455",15,"White",0.5,"60-69","Post-grad",5120
"2456",15,"White",0.5,"70+","No HS",1051
"2457",15,"White",0.5,"70+","HS",3800
"2458",15,"White",0.5,"70+","Some college",5001
"2459",15,"White",0.5,"70+","4-Year College",4122
"2460",15,"White",0.5,"70+","Post-grad",6063
"2461",15,"Black",-0.5,"18-29","No HS",90
"2462",15,"Black",-0.5,"18-29","HS",545
"2463",15,"Black",-0.5,"18-29","Some college",1192
"2464",15,"Black",-0.5,"18-29","4-Year College",309
"2465",15,"Black",-0.5,"18-29","Post-grad",0
"2466",15,"Black",-0.5,"30-39","No HS",110
"2467",15,"Black",-0.5,"30-39","HS",138
"2468",15,"Black",-0.5,"30-39","Some college",879
"2469",15,"Black",-0.5,"30-39","4-Year College",526
"2470",15,"Black",-0.5,"30-39","Post-grad",491
"2471",15,"Black",-0.5,"40-49","No HS",38
"2472",15,"Black",-0.5,"40-49","HS",258
"2473",15,"Black",-0.5,"40-49","Some college",442
"2474",15,"Black",-0.5,"40-49","4-Year College",236
"2475",15,"Black",-0.5,"40-49","Post-grad",27
"2476",15,"Black",-0.5,"50-59","No HS",17
"2477",15,"Black",-0.5,"50-59","HS",207
"2478",15,"Black",-0.5,"50-59","Some college",394
"2479",15,"Black",-0.5,"50-59","4-Year College",200
"2480",15,"Black",-0.5,"50-59","Post-grad",203
"2481",15,"Black",-0.5,"60-69","No HS",0
"2482",15,"Black",-0.5,"60-69","HS",0
"2483",15,"Black",-0.5,"60-69","Some college",205
"2484",15,"Black",-0.5,"60-69","4-Year College",33
"2485",15,"Black",-0.5,"60-69","Post-grad",52
"2486",15,"Black",-0.5,"70+","No HS",85
"2487",15,"Black",-0.5,"70+","HS",67
"2488",15,"Black",-0.5,"70+","Some college",127
"2489",15,"Black",-0.5,"70+","4-Year College",135
"2490",15,"Black",-0.5,"70+","Post-grad",105
"2491",15,"Black",0.5,"18-29","No HS",205
"2492",15,"Black",0.5,"18-29","HS",2598
"2493",15,"Black",0.5,"18-29","Some college",1785
"2494",15,"Black",0.5,"18-29","4-Year College",249
"2495",15,"Black",0.5,"18-29","Post-grad",0
"2496",15,"Black",0.5,"30-39","No HS",231
"2497",15,"Black",0.5,"30-39","HS",554
"2498",15,"Black",0.5,"30-39","Some college",1245
"2499",15,"Black",0.5,"30-39","4-Year College",958
"2500",15,"Black",0.5,"30-39","Post-grad",187
"2501",15,"Black",0.5,"40-49","No HS",0
"2502",15,"Black",0.5,"40-49","HS",764
"2503",15,"Black",0.5,"40-49","Some college",957
"2504",15,"Black",0.5,"40-49","4-Year College",637
"2505",15,"Black",0.5,"40-49","Post-grad",254
"2506",15,"Black",0.5,"50-59","No HS",81
"2507",15,"Black",0.5,"50-59","HS",218
"2508",15,"Black",0.5,"50-59","Some college",755
"2509",15,"Black",0.5,"50-59","4-Year College",219
"2510",15,"Black",0.5,"50-59","Post-grad",70
"2511",15,"Black",0.5,"60-69","No HS",74
"2512",15,"Black",0.5,"60-69","HS",144
"2513",15,"Black",0.5,"60-69","Some college",468
"2514",15,"Black",0.5,"60-69","4-Year College",193
"2515",15,"Black",0.5,"60-69","Post-grad",80
"2516",15,"Black",0.5,"70+","No HS",63
"2517",15,"Black",0.5,"70+","HS",204
"2518",15,"Black",0.5,"70+","Some college",142
"2519",15,"Black",0.5,"70+","4-Year College",27
"2520",15,"Black",0.5,"70+","Post-grad",62
"2521",15,"Other",-0.5,"18-29","No HS",4072
"2522",15,"Other",-0.5,"18-29","HS",20907
"2523",15,"Other",-0.5,"18-29","Some college",30455
"2524",15,"Other",-0.5,"18-29","4-Year College",11422
"2525",15,"Other",-0.5,"18-29","Post-grad",2292
"2526",15,"Other",-0.5,"30-39","No HS",2068
"2527",15,"Other",-0.5,"30-39","HS",13685
"2528",15,"Other",-0.5,"30-39","Some college",18965
"2529",15,"Other",-0.5,"30-39","4-Year College",14428
"2530",15,"Other",-0.5,"30-39","Post-grad",7243
"2531",15,"Other",-0.5,"40-49","No HS",2064
"2532",15,"Other",-0.5,"40-49","HS",14682
"2533",15,"Other",-0.5,"40-49","Some college",19464
"2534",15,"Other",-0.5,"40-49","4-Year College",13501
"2535",15,"Other",-0.5,"40-49","Post-grad",6670
"2536",15,"Other",-0.5,"50-59","No HS",3629
"2537",15,"Other",-0.5,"50-59","HS",17548
"2538",15,"Other",-0.5,"50-59","Some college",20113
"2539",15,"Other",-0.5,"50-59","4-Year College",13828
"2540",15,"Other",-0.5,"50-59","Post-grad",5668
"2541",15,"Other",-0.5,"60-69","No HS",5535
"2542",15,"Other",-0.5,"60-69","HS",14098
"2543",15,"Other",-0.5,"60-69","Some college",18301
"2544",15,"Other",-0.5,"60-69","4-Year College",12143
"2545",15,"Other",-0.5,"60-69","Post-grad",5343
"2546",15,"Other",-0.5,"70+","No HS",12633
"2547",15,"Other",-0.5,"70+","HS",25363
"2548",15,"Other",-0.5,"70+","Some college",13992
"2549",15,"Other",-0.5,"70+","4-Year College",9199
"2550",15,"Other",-0.5,"70+","Post-grad",4529
"2551",15,"Other",0.5,"18-29","No HS",5746
"2552",15,"Other",0.5,"18-29","HS",29046
"2553",15,"Other",0.5,"18-29","Some college",30118
"2554",15,"Other",0.5,"18-29","4-Year College",9225
"2555",15,"Other",0.5,"18-29","Post-grad",1284
"2556",15,"Other",0.5,"30-39","No HS",3375
"2557",15,"Other",0.5,"30-39","HS",19424
"2558",15,"Other",0.5,"30-39","Some college",19553
"2559",15,"Other",0.5,"30-39","4-Year College",11095
"2560",15,"Other",0.5,"30-39","Post-grad",4461
"2561",15,"Other",0.5,"40-49","No HS",3282
"2562",15,"Other",0.5,"40-49","HS",19312
"2563",15,"Other",0.5,"40-49","Some college",17773
"2564",15,"Other",0.5,"40-49","4-Year College",10712
"2565",15,"Other",0.5,"40-49","Post-grad",4442
"2566",15,"Other",0.5,"50-59","No HS",4036
"2567",15,"Other",0.5,"50-59","HS",19574
"2568",15,"Other",0.5,"50-59","Some college",18346
"2569",15,"Other",0.5,"50-59","4-Year College",10096
"2570",15,"Other",0.5,"50-59","Post-grad",4158
"2571",15,"Other",0.5,"60-69","No HS",4417
"2572",15,"Other",0.5,"60-69","HS",14342
"2573",15,"Other",0.5,"60-69","Some college",16779
"2574",15,"Other",0.5,"60-69","4-Year College",10571
"2575",15,"Other",0.5,"60-69","Post-grad",4978
"2576",15,"Other",0.5,"70+","No HS",7761
"2577",15,"Other",0.5,"70+","HS",16168
"2578",15,"Other",0.5,"70+","Some college",10197
"2579",15,"Other",0.5,"70+","4-Year College",8075
"2580",15,"Other",0.5,"70+","Post-grad",4409
"2581",15,"Hispanic",-0.5,"18-29","No HS",170
"2582",15,"Hispanic",-0.5,"18-29","HS",1316
"2583",15,"Hispanic",-0.5,"18-29","Some college",1959
"2584",15,"Hispanic",-0.5,"18-29","4-Year College",555
"2585",15,"Hispanic",-0.5,"18-29","Post-grad",159
"2586",15,"Hispanic",-0.5,"30-39","No HS",199
"2587",15,"Hispanic",-0.5,"30-39","HS",757
"2588",15,"Hispanic",-0.5,"30-39","Some college",1266
"2589",15,"Hispanic",-0.5,"30-39","4-Year College",665
"2590",15,"Hispanic",-0.5,"30-39","Post-grad",227
"2591",15,"Hispanic",-0.5,"40-49","No HS",26
"2592",15,"Hispanic",-0.5,"40-49","HS",400
"2593",15,"Hispanic",-0.5,"40-49","Some college",659
"2594",15,"Hispanic",-0.5,"40-49","4-Year College",254
"2595",15,"Hispanic",-0.5,"40-49","Post-grad",314
"2596",15,"Hispanic",-0.5,"50-59","No HS",54
"2597",15,"Hispanic",-0.5,"50-59","HS",622
"2598",15,"Hispanic",-0.5,"50-59","Some college",753
"2599",15,"Hispanic",-0.5,"50-59","4-Year College",355
"2600",15,"Hispanic",-0.5,"50-59","Post-grad",142
"2601",15,"Hispanic",-0.5,"60-69","No HS",14
"2602",15,"Hispanic",-0.5,"60-69","HS",403
"2603",15,"Hispanic",-0.5,"60-69","Some college",293
"2604",15,"Hispanic",-0.5,"60-69","4-Year College",114
"2605",15,"Hispanic",-0.5,"60-69","Post-grad",35
"2606",15,"Hispanic",-0.5,"70+","No HS",216
"2607",15,"Hispanic",-0.5,"70+","HS",223
"2608",15,"Hispanic",-0.5,"70+","Some college",212
"2609",15,"Hispanic",-0.5,"70+","4-Year College",22
"2610",15,"Hispanic",-0.5,"70+","Post-grad",39
"2611",15,"Hispanic",0.5,"18-29","No HS",214
"2612",15,"Hispanic",0.5,"18-29","HS",2443
"2613",15,"Hispanic",0.5,"18-29","Some college",2566
"2614",15,"Hispanic",0.5,"18-29","4-Year College",330
"2615",15,"Hispanic",0.5,"18-29","Post-grad",51
"2616",15,"Hispanic",0.5,"30-39","No HS",102
"2617",15,"Hispanic",0.5,"30-39","HS",1007
"2618",15,"Hispanic",0.5,"30-39","Some college",1528
"2619",15,"Hispanic",0.5,"30-39","4-Year College",468
"2620",15,"Hispanic",0.5,"30-39","Post-grad",274
"2621",15,"Hispanic",0.5,"40-49","No HS",247
"2622",15,"Hispanic",0.5,"40-49","HS",399
"2623",15,"Hispanic",0.5,"40-49","Some college",815
"2624",15,"Hispanic",0.5,"40-49","4-Year College",405
"2625",15,"Hispanic",0.5,"40-49","Post-grad",372
"2626",15,"Hispanic",0.5,"50-59","No HS",213
"2627",15,"Hispanic",0.5,"50-59","HS",340
"2628",15,"Hispanic",0.5,"50-59","Some college",507
"2629",15,"Hispanic",0.5,"50-59","4-Year College",227
"2630",15,"Hispanic",0.5,"50-59","Post-grad",119
"2631",15,"Hispanic",0.5,"60-69","No HS",105
"2632",15,"Hispanic",0.5,"60-69","HS",378
"2633",15,"Hispanic",0.5,"60-69","Some college",431
"2634",15,"Hispanic",0.5,"60-69","4-Year College",182
"2635",15,"Hispanic",0.5,"60-69","Post-grad",40
"2636",15,"Hispanic",0.5,"70+","No HS",88
"2637",15,"Hispanic",0.5,"70+","HS",120
"2638",15,"Hispanic",0.5,"70+","Some college",308
"2639",15,"Hispanic",0.5,"70+","4-Year College",20
"2640",15,"Hispanic",0.5,"70+","Post-grad",159
"2641",16,"White",-0.5,"18-29","No HS",8473
"2642",16,"White",-0.5,"18-29","HS",27687
"2643",16,"White",-0.5,"18-29","Some college",47654
"2644",16,"White",-0.5,"18-29","4-Year College",14756
"2645",16,"White",-0.5,"18-29","Post-grad",2267
"2646",16,"White",-0.5,"30-39","No HS",3712
"2647",16,"White",-0.5,"30-39","HS",19638
"2648",16,"White",-0.5,"30-39","Some college",34373
"2649",16,"White",-0.5,"30-39","4-Year College",20967
"2650",16,"White",-0.5,"30-39","Post-grad",6875
"2651",16,"White",-0.5,"40-49","No HS",3654
"2652",16,"White",-0.5,"40-49","HS",18817
"2653",16,"White",-0.5,"40-49","Some college",31122
"2654",16,"White",-0.5,"40-49","4-Year College",18734
"2655",16,"White",-0.5,"40-49","Post-grad",8494
"2656",16,"White",-0.5,"50-59","No HS",5054
"2657",16,"White",-0.5,"50-59","HS",25068
"2658",16,"White",-0.5,"50-59","Some college",38489
"2659",16,"White",-0.5,"50-59","4-Year College",15870
"2660",16,"White",-0.5,"50-59","Post-grad",6890
"2661",16,"White",-0.5,"60-69","No HS",3875
"2662",16,"White",-0.5,"60-69","HS",23614
"2663",16,"White",-0.5,"60-69","Some college",36166
"2664",16,"White",-0.5,"60-69","4-Year College",15561
"2665",16,"White",-0.5,"60-69","Post-grad",8513
"2666",16,"White",-0.5,"70+","No HS",9552
"2667",16,"White",-0.5,"70+","HS",31503
"2668",16,"White",-0.5,"70+","Some college",26912
"2669",16,"White",-0.5,"70+","4-Year College",10757
"2670",16,"White",-0.5,"70+","Post-grad",4419
"2671",16,"White",0.5,"18-29","No HS",11227
"2672",16,"White",0.5,"18-29","HS",40317
"2673",16,"White",0.5,"18-29","Some college",41312
"2674",16,"White",0.5,"18-29","4-Year College",11229
"2675",16,"White",0.5,"18-29","Post-grad",1479
"2676",16,"White",0.5,"30-39","No HS",5812
"2677",16,"White",0.5,"30-39","HS",24756
"2678",16,"White",0.5,"30-39","Some college",31454
"2679",16,"White",0.5,"30-39","4-Year College",18083
"2680",16,"White",0.5,"30-39","Post-grad",7770
"2681",16,"White",0.5,"40-49","No HS",5019
"2682",16,"White",0.5,"40-49","HS",21401
"2683",16,"White",0.5,"40-49","Some college",27783
"2684",16,"White",0.5,"40-49","4-Year College",18203
"2685",16,"White",0.5,"40-49","Post-grad",8539
"2686",16,"White",0.5,"50-59","No HS",7216
"2687",16,"White",0.5,"50-59","HS",27223
"2688",16,"White",0.5,"50-59","Some college",30456
"2689",16,"White",0.5,"50-59","4-Year College",14661
"2690",16,"White",0.5,"50-59","Post-grad",8211
"2691",16,"White",0.5,"60-69","No HS",4764
"2692",16,"White",0.5,"60-69","HS",21278
"2693",16,"White",0.5,"60-69","Some college",33407
"2694",16,"White",0.5,"60-69","4-Year College",16497
"2695",16,"White",0.5,"60-69","Post-grad",10161
"2696",16,"White",0.5,"70+","No HS",7515
"2697",16,"White",0.5,"70+","HS",19898
"2698",16,"White",0.5,"70+","Some college",21886
"2699",16,"White",0.5,"70+","4-Year College",11809
"2700",16,"White",0.5,"70+","Post-grad",9873
"2701",16,"Black",-0.5,"18-29","No HS",223
"2702",16,"Black",-0.5,"18-29","HS",311
"2703",16,"Black",-0.5,"18-29","Some college",350
"2704",16,"Black",-0.5,"18-29","4-Year College",0
"2705",16,"Black",-0.5,"18-29","Post-grad",0
"2706",16,"Black",-0.5,"30-39","No HS",63
"2707",16,"Black",-0.5,"30-39","HS",55
"2708",16,"Black",-0.5,"30-39","Some college",22
"2709",16,"Black",-0.5,"30-39","4-Year College",0
"2710",16,"Black",-0.5,"30-39","Post-grad",0
"2711",16,"Black",-0.5,"40-49","No HS",70
"2712",16,"Black",-0.5,"40-49","HS",124
"2713",16,"Black",-0.5,"40-49","Some college",349
"2714",16,"Black",-0.5,"40-49","4-Year College",0
"2715",16,"Black",-0.5,"40-49","Post-grad",24
"2716",16,"Black",-0.5,"50-59","No HS",34
"2717",16,"Black",-0.5,"50-59","HS",100
"2718",16,"Black",-0.5,"50-59","Some college",53
"2719",16,"Black",-0.5,"50-59","4-Year College",0
"2720",16,"Black",-0.5,"50-59","Post-grad",63
"2721",16,"Black",-0.5,"60-69","No HS",0
"2722",16,"Black",-0.5,"60-69","HS",35
"2723",16,"Black",-0.5,"60-69","Some college",29
"2724",16,"Black",-0.5,"60-69","4-Year College",25
"2725",16,"Black",-0.5,"60-69","Post-grad",35
"2726",16,"Black",-0.5,"70+","No HS",30
"2727",16,"Black",-0.5,"70+","HS",0
"2728",16,"Black",-0.5,"70+","Some college",157
"2729",16,"Black",-0.5,"70+","4-Year College",0
"2730",16,"Black",-0.5,"70+","Post-grad",0
"2731",16,"Black",0.5,"18-29","No HS",369
"2732",16,"Black",0.5,"18-29","HS",625
"2733",16,"Black",0.5,"18-29","Some college",1091
"2734",16,"Black",0.5,"18-29","4-Year College",75
"2735",16,"Black",0.5,"18-29","Post-grad",0
"2736",16,"Black",0.5,"30-39","No HS",20
"2737",16,"Black",0.5,"30-39","HS",130
"2738",16,"Black",0.5,"30-39","Some college",188
"2739",16,"Black",0.5,"30-39","4-Year College",116
"2740",16,"Black",0.5,"30-39","Post-grad",10
"2741",16,"Black",0.5,"40-49","No HS",25
"2742",16,"Black",0.5,"40-49","HS",466
"2743",16,"Black",0.5,"40-49","Some college",136
"2744",16,"Black",0.5,"40-49","4-Year College",87
"2745",16,"Black",0.5,"40-49","Post-grad",30
"2746",16,"Black",0.5,"50-59","No HS",26
"2747",16,"Black",0.5,"50-59","HS",55
"2748",16,"Black",0.5,"50-59","Some college",265
"2749",16,"Black",0.5,"50-59","4-Year College",232
"2750",16,"Black",0.5,"50-59","Post-grad",58
"2751",16,"Black",0.5,"60-69","No HS",44
"2752",16,"Black",0.5,"60-69","HS",93
"2753",16,"Black",0.5,"60-69","Some college",101
"2754",16,"Black",0.5,"60-69","4-Year College",65
"2755",16,"Black",0.5,"60-69","Post-grad",61
"2756",16,"Black",0.5,"70+","No HS",4
"2757",16,"Black",0.5,"70+","HS",39
"2758",16,"Black",0.5,"70+","Some college",78
"2759",16,"Black",0.5,"70+","4-Year College",0
"2760",16,"Black",0.5,"70+","Post-grad",126
"2761",16,"Other",-0.5,"18-29","No HS",1210
"2762",16,"Other",-0.5,"18-29","HS",5101
"2763",16,"Other",-0.5,"18-29","Some college",5232
"2764",16,"Other",-0.5,"18-29","4-Year College",664
"2765",16,"Other",-0.5,"18-29","Post-grad",392
"2766",16,"Other",-0.5,"30-39","No HS",777
"2767",16,"Other",-0.5,"30-39","HS",1494
"2768",16,"Other",-0.5,"30-39","Some college",3094
"2769",16,"Other",-0.5,"30-39","4-Year College",1421
"2770",16,"Other",-0.5,"30-39","Post-grad",247
"2771",16,"Other",-0.5,"40-49","No HS",849
"2772",16,"Other",-0.5,"40-49","HS",2157
"2773",16,"Other",-0.5,"40-49","Some college",2049
"2774",16,"Other",-0.5,"40-49","4-Year College",1230
"2775",16,"Other",-0.5,"40-49","Post-grad",500
"2776",16,"Other",-0.5,"50-59","No HS",1114
"2777",16,"Other",-0.5,"50-59","HS",1381
"2778",16,"Other",-0.5,"50-59","Some college",2420
"2779",16,"Other",-0.5,"50-59","4-Year College",549
"2780",16,"Other",-0.5,"50-59","Post-grad",343
"2781",16,"Other",-0.5,"60-69","No HS",703
"2782",16,"Other",-0.5,"60-69","HS",1289
"2783",16,"Other",-0.5,"60-69","Some college",1254
"2784",16,"Other",-0.5,"60-69","4-Year College",592
"2785",16,"Other",-0.5,"60-69","Post-grad",324
"2786",16,"Other",-0.5,"70+","No HS",543
"2787",16,"Other",-0.5,"70+","HS",901
"2788",16,"Other",-0.5,"70+","Some college",960
"2789",16,"Other",-0.5,"70+","4-Year College",538
"2790",16,"Other",-0.5,"70+","Post-grad",202
"2791",16,"Other",0.5,"18-29","No HS",2095
"2792",16,"Other",0.5,"18-29","HS",4154
"2793",16,"Other",0.5,"18-29","Some college",4382
"2794",16,"Other",0.5,"18-29","4-Year College",1110
"2795",16,"Other",0.5,"18-29","Post-grad",127
"2796",16,"Other",0.5,"30-39","No HS",1121
"2797",16,"Other",0.5,"30-39","HS",2251
"2798",16,"Other",0.5,"30-39","Some college",2266
"2799",16,"Other",0.5,"30-39","4-Year College",488
"2800",16,"Other",0.5,"30-39","Post-grad",428
"2801",16,"Other",0.5,"40-49","No HS",1037
"2802",16,"Other",0.5,"40-49","HS",1520
"2803",16,"Other",0.5,"40-49","Some college",2483
"2804",16,"Other",0.5,"40-49","4-Year College",1135
"2805",16,"Other",0.5,"40-49","Post-grad",416
"2806",16,"Other",0.5,"50-59","No HS",1156
"2807",16,"Other",0.5,"50-59","HS",1389
"2808",16,"Other",0.5,"50-59","Some college",1634
"2809",16,"Other",0.5,"50-59","4-Year College",811
"2810",16,"Other",0.5,"50-59","Post-grad",647
"2811",16,"Other",0.5,"60-69","No HS",487
"2812",16,"Other",0.5,"60-69","HS",974
"2813",16,"Other",0.5,"60-69","Some college",1441
"2814",16,"Other",0.5,"60-69","4-Year College",433
"2815",16,"Other",0.5,"60-69","Post-grad",197
"2816",16,"Other",0.5,"70+","No HS",769
"2817",16,"Other",0.5,"70+","HS",684
"2818",16,"Other",0.5,"70+","Some college",516
"2819",16,"Other",0.5,"70+","4-Year College",304
"2820",16,"Other",0.5,"70+","Post-grad",152
"2821",16,"Hispanic",-0.5,"18-29","No HS",1591
"2822",16,"Hispanic",-0.5,"18-29","HS",3485
"2823",16,"Hispanic",-0.5,"18-29","Some college",5454
"2824",16,"Hispanic",-0.5,"18-29","4-Year College",866
"2825",16,"Hispanic",-0.5,"18-29","Post-grad",31
"2826",16,"Hispanic",-0.5,"30-39","No HS",482
"2827",16,"Hispanic",-0.5,"30-39","HS",2629
"2828",16,"Hispanic",-0.5,"30-39","Some college",2623
"2829",16,"Hispanic",-0.5,"30-39","4-Year College",808
"2830",16,"Hispanic",-0.5,"30-39","Post-grad",176
"2831",16,"Hispanic",-0.5,"40-49","No HS",574
"2832",16,"Hispanic",-0.5,"40-49","HS",1326
"2833",16,"Hispanic",-0.5,"40-49","Some college",1844
"2834",16,"Hispanic",-0.5,"40-49","4-Year College",567
"2835",16,"Hispanic",-0.5,"40-49","Post-grad",372
"2836",16,"Hispanic",-0.5,"50-59","No HS",812
"2837",16,"Hispanic",-0.5,"50-59","HS",916
"2838",16,"Hispanic",-0.5,"50-59","Some college",1297
"2839",16,"Hispanic",-0.5,"50-59","4-Year College",276
"2840",16,"Hispanic",-0.5,"50-59","Post-grad",200
"2841",16,"Hispanic",-0.5,"60-69","No HS",568
"2842",16,"Hispanic",-0.5,"60-69","HS",971
"2843",16,"Hispanic",-0.5,"60-69","Some college",569
"2844",16,"Hispanic",-0.5,"60-69","4-Year College",197
"2845",16,"Hispanic",-0.5,"60-69","Post-grad",104
"2846",16,"Hispanic",-0.5,"70+","No HS",621
"2847",16,"Hispanic",-0.5,"70+","HS",474
"2848",16,"Hispanic",-0.5,"70+","Some college",530
"2849",16,"Hispanic",-0.5,"70+","4-Year College",25
"2850",16,"Hispanic",-0.5,"70+","Post-grad",31
"2851",16,"Hispanic",0.5,"18-29","No HS",2262
"2852",16,"Hispanic",0.5,"18-29","HS",5616
"2853",16,"Hispanic",0.5,"18-29","Some college",3940
"2854",16,"Hispanic",0.5,"18-29","4-Year College",731
"2855",16,"Hispanic",0.5,"18-29","Post-grad",32
"2856",16,"Hispanic",0.5,"30-39","No HS",1558
"2857",16,"Hispanic",0.5,"30-39","HS",3219
"2858",16,"Hispanic",0.5,"30-39","Some college",1872
"2859",16,"Hispanic",0.5,"30-39","4-Year College",418
"2860",16,"Hispanic",0.5,"30-39","Post-grad",248
"2861",16,"Hispanic",0.5,"40-49","No HS",931
"2862",16,"Hispanic",0.5,"40-49","HS",1504
"2863",16,"Hispanic",0.5,"40-49","Some college",1196
"2864",16,"Hispanic",0.5,"40-49","4-Year College",800
"2865",16,"Hispanic",0.5,"40-49","Post-grad",137
"2866",16,"Hispanic",0.5,"50-59","No HS",1326
"2867",16,"Hispanic",0.5,"50-59","HS",1428
