"","state","eth","male","age","educ","n"
"1",1,"White",-0.5,"18-29","No HS",23948
"2",1,"White",-0.5,"18-29","HS",59378
"3",1,"White",-0.5,"18-29","Some college",104855
"4",1,"White",-0.5,"18-29","4-Year College",37066
"5",1,"White",-0.5,"18-29","Post-grad",9378
"6",1,"White",-0.5,"30-39","No HS",14303
"7",1,"White",-0.5,"30-39","HS",41425
"8",1,"White",-0.5,"30-39","Some college",65208
"9",1,"White",-0.5,"30-39","4-Year College",41419
"10",1,"White",-0.5,"30-39","Post-grad",24648
"11",1,"White",-0.5,"40-49","No HS",18199
"12",1,"White",-0.5,"40-49","HS",48377
"13",1,"White",-0.5,"40-49","Some college",69254
"14",1,"White",-0.5,"40-49","4-Year College",43833
"15",1,"White",-0.5,"40-49","Post-grad",24382
"16",1,"White",-0.5,"50-59","No HS",22665
"17",1,"White",-0.5,"50-59","HS",73495
"18",1,"White",-0.5,"50-59","Some college",78874
"19",1,"White",-0.5,"50-59","4-Year College",36560
"20",1,"White",-0.5,"50-59","Post-grad",23324
"21",1,"White",-0.5,"60-69","No HS",23774
"22",1,"White",-0.5,"60-69","HS",72250
"23",1,"White",-0.5,"60-69","Some college",67913
"24",1,"White",-0.5,"60-69","4-Year College",30135
"25",1,"White",-0.5,"60-69","Post-grad",24348
"26",1,"White",-0.5,"70+","No HS",46859
"27",1,"White",-0.5,"70+","HS",98748
"28",1,"White",-0.5,"70+","Some college",54404
"29",1,"White",-0.5,"70+","4-Year College",20973
"30",1,"White",-0.5,"70+","Post-grad",15511
"31",1,"White",0.5,"18-29","No HS",29593
"32",1,"White",0.5,"18-29","HS",78976
"33",1,"White",0.5,"18-29","Some college",94897
"34",1,"White",0.5,"18-29","4-Year College",29289
"35",1,"White",0.5,"18-29","Post-grad",5798
"36",1,"White",0.5,"30-39","No HS",20376
"37",1,"White",0.5,"30-39","HS",53290
"38",1,"White",0.5,"30-39","Some college",58147
"39",1,"White",0.5,"30-39","4-Year College",36716
"40",1,"White",0.5,"30-39","Post-grad",17104
"41",1,"White",0.5,"40-49","No HS",26745
"42",1,"White",0.5,"40-49","HS",59283
"43",1,"White",0.5,"40-49","Some college",58981
"44",1,"White",0.5,"40-49","4-Year College",37377
"45",1,"White",0.5,"40-49","Post-grad",19302
"46",1,"White",0.5,"50-59","No HS",29459
"47",1,"White",0.5,"50-59","HS",77537
"48",1,"White",0.5,"50-59","Some college",62675
"49",1,"White",0.5,"50-59","4-Year College",36084
"50",1,"White",0.5,"50-59","Post-grad",21702
"51",1,"White",0.5,"60-69","No HS",23135
"52",1,"White",0.5,"60-69","HS",58938
"53",1,"White",0.5,"60-69","Some college",57480
"54",1,"White",0.5,"60-69","4-Year College",35579
"55",1,"White",0.5,"60-69","Post-grad",24800
"56",1,"White",0.5,"70+","No HS",30832
"57",1,"White",0.5,"70+","HS",57233
"58",1,"White",0.5,"70+","Some college",39766
"59",1,"White",0.5,"70+","4-Year College",26613
"60",1,"White",0.5,"70+","Post-grad",22057
"61",1,"Black",-0.5,"18-29","No HS",15587
"62",1,"Black",-0.5,"18-29","HS",38143
"63",1,"Black",-0.5,"18-29","Some college",61011
"64",1,"Black",-0.5,"18-29","4-Year College",10754
"65",1,"Black",-0.5,"18-29","Post-grad",2300
"66",1,"Black",-0.5,"30-39","No HS",10055
"67",1,"Black",-0.5,"30-39","HS",27250
"68",1,"Black",-0.5,"30-39","Some college",33194
"69",1,"Black",-0.5,"30-39","4-Year College",13213
"70",1,"Black",-0.5,"30-39","Post-grad",8249
"71",1,"Black",-0.5,"40-49","No HS",9117
"72",1,"Black",-0.5,"40-49","HS",25210
"73",1,"Black",-0.5,"40-49","Some college",32576
"74",1,"Black",-0.5,"40-49","4-Year College",11539
"75",1,"Black",-0.5,"40-49","Post-grad",8873
"76",1,"Black",-0.5,"50-59","No HS",13233
"77",1,"Black",-0.5,"50-59","HS",28648
"78",1,"Black",-0.5,"50-59","Some college",30897
"79",1,"Black",-0.5,"50-59","4-Year College",11817
"80",1,"Black",-0.5,"50-59","Post-grad",5988
"81",1,"Black",-0.5,"60-69","No HS",12885
"82",1,"Black",-0.5,"60-69","HS",24451
"83",1,"Black",-0.5,"60-69","Some college",23193
"84",1,"Black",-0.5,"60-69","4-Year College",8398
"85",1,"Black",-0.5,"60-69","Post-grad",4916
"86",1,"Black",-0.5,"70+","No HS",21089
"87",1,"Black",-0.5,"70+","HS",18424
"88",1,"Black",-0.5,"70+","Some college",10346
"89",1,"Black",-0.5,"70+","4-Year College",3380
"90",1,"Black",-0.5,"70+","Post-grad",3666
"91",1,"Black",0.5,"18-29","No HS",21788
"92",1,"Black",0.5,"18-29","HS",47348
"93",1,"Black",0.5,"18-29","Some college",42684
"94",1,"Black",0.5,"18-29","4-Year College",6889
"95",1,"Black",0.5,"18-29","Post-grad",836
"96",1,"Black",0.5,"30-39","No HS",14813
"97",1,"Black",0.5,"30-39","HS",28973
"98",1,"Black",0.5,"30-39","Some college",23424
"99",1,"Black",0.5,"30-39","4-Year College",6716
"100",1,"Black",0.5,"30-39","Post-grad",2533
"101",1,"Black",0.5,"40-49","No HS",10422
"102",1,"Black",0.5,"40-49","HS",31165
"103",1,"Black",0.5,"40-49","Some college",19712
"104",1,"Black",0.5,"40-49","4-Year College",6243
"105",1,"Black",0.5,"40-49","Post-grad",3032
"106",1,"Black",0.5,"50-59","No HS",14251
"107",1,"Black",0.5,"50-59","HS",31530
"108",1,"Black",0.5,"50-59","Some college",20055
"109",1,"Black",0.5,"50-59","4-Year College",6221
"110",1,"Black",0.5,"50-59","Post-grad",3098
"111",1,"Black",0.5,"60-69","No HS",13355
"112",1,"Black",0.5,"60-69","HS",21887
"113",1,"Black",0.5,"60-69","Some college",14735
"114",1,"Black",0.5,"60-69","4-Year College",5048
"115",1,"Black",0.5,"60-69","Post-grad",2738
"116",1,"Black",0.5,"70+","No HS",14417
"117",1,"Black",0.5,"70+","HS",9626
"118",1,"Black",0.5,"70+","Some college",6561
"119",1,"Black",0.5,"70+","4-Year College",1951
"120",1,"Black",0.5,"70+","Post-grad",2542
"121",1,"Other",-0.5,"18-29","No HS",1844
"122",1,"Other",-0.5,"18-29","HS",3834
"123",1,"Other",-0.5,"18-29","Some college",6711
"124",1,"Other",-0.5,"18-29","4-Year College",2315
"125",1,"Other",-0.5,"18-29","Post-grad",629
"126",1,"Other",-0.5,"30-39","No HS",1389
"127",1,"Other",-0.5,"30-39","HS",2300
"128",1,"Other",-0.5,"30-39","Some college",3799
"129",1,"Other",-0.5,"30-39","4-Year College",2145
"130",1,"Other",-0.5,"30-39","Post-grad",1202
"131",1,"Other",-0.5,"40-49","No HS",1145
"132",1,"Other",-0.5,"40-49","HS",1810
"133",1,"Other",-0.5,"40-49","Some college",3442
"134",1,"Other",-0.5,"40-49","4-Year College",2154
"135",1,"Other",-0.5,"40-49","Post-grad",1739
"136",1,"Other",-0.5,"50-59","No HS",1408
"137",1,"Other",-0.5,"50-59","HS",2625
"138",1,"Other",-0.5,"50-59","Some college",3119
"139",1,"Other",-0.5,"50-59","4-Year College",1973
"140",1,"Other",-0.5,"50-59","Post-grad",1369
"141",1,"Other",-0.5,"60-69","No HS",1248
"142",1,"Other",-0.5,"60-69","HS",2166
"143",1,"Other",-0.5,"60-69","Some college",2062
"144",1,"Other",-0.5,"60-69","4-Year College",990
"145",1,"Other",-0.5,"60-69","Post-grad",804
"146",1,"Other",-0.5,"70+","No HS",1575
"147",1,"Other",-0.5,"70+","HS",1594
"148",1,"Other",-0.5,"70+","Some college",1416
"149",1,"Other",-0.5,"70+","4-Year College",517
"150",1,"Other",-0.5,"70+","Post-grad",393
"151",1,"Other",0.5,"18-29","No HS",2878
"152",1,"Other",0.5,"18-29","HS",4360
"153",1,"Other",0.5,"18-29","Some college",6413
"154",1,"Other",0.5,"18-29","4-Year College",2128
"155",1,"Other",0.5,"18-29","Post-grad",664
"156",1,"Other",0.5,"30-39","No HS",2022
"157",1,"Other",0.5,"30-39","HS",2655
"158",1,"Other",0.5,"30-39","Some college",3043
"159",1,"Other",0.5,"30-39","4-Year College",1941
"160",1,"Other",0.5,"30-39","Post-grad",825
"161",1,"Other",0.5,"40-49","No HS",1931
"162",1,"Other",0.5,"40-49","HS",2011
"163",1,"Other",0.5,"40-49","Some college",3022
"164",1,"Other",0.5,"40-49","4-Year College",1035
"165",1,"Other",0.5,"40-49","Post-grad",1072
"166",1,"Other",0.5,"50-59","No HS",1531
"167",1,"Other",0.5,"50-59","HS",1722
"168",1,"Other",0.5,"50-59","Some college",2511
"169",1,"Other",0.5,"50-59","4-Year College",973
"170",1,"Other",0.5,"50-59","Post-grad",1599
"171",1,"Other",0.5,"60-69","No HS",1461
"172",1,"Other",0.5,"60-69","HS",1605
"173",1,"Other",0.5,"60-69","Some college",1731
"174",1,"Other",0.5,"60-69","4-Year College",884
"175",1,"Other",0.5,"60-69","Post-grad",1339
"176",1,"Other",0.5,"70+","No HS",835
"177",1,"Other",0.5,"70+","HS",959
"178",1,"Other",0.5,"70+","Some college",1152
"179",1,"Other",0.5,"70+","4-Year College",471
"180",1,"Other",0.5,"70+","Post-grad",759
"181",1,"Hispanic",-0.5,"18-29","No HS",1319
"182",1,"Hispanic",-0.5,"18-29","HS",1959
"183",1,"Hispanic",-0.5,"18-29","Some college",3678
"184",1,"Hispanic",-0.5,"18-29","4-Year College",937
"185",1,"Hispanic",-0.5,"18-29","Post-grad",152
"186",1,"Hispanic",-0.5,"30-39","No HS",970
"187",1,"Hispanic",-0.5,"30-39","HS",1160
"188",1,"Hispanic",-0.5,"30-39","Some college",1192
"189",1,"Hispanic",-0.5,"30-39","4-Year College",908
"190",1,"Hispanic",-0.5,"30-39","Post-grad",289
"191",1,"Hispanic",-0.5,"40-49","No HS",472
"192",1,"Hispanic",-0.5,"40-49","HS",803
"193",1,"Hispanic",-0.5,"40-49","Some college",1120
"194",1,"Hispanic",-0.5,"40-49","4-Year College",738
"195",1,"Hispanic",-0.5,"40-49","Post-grad",248
"196",1,"Hispanic",-0.5,"50-59","No HS",612
"197",1,"Hispanic",-0.5,"50-59","HS",721
"198",1,"Hispanic",-0.5,"50-59","Some college",1012
"199",1,"Hispanic",-0.5,"50-59","4-Year College",555
"200",1,"Hispanic",-0.5,"50-59","Post-grad",571
"201",1,"Hispanic",-0.5,"60-69","No HS",227
"202",1,"Hispanic",-0.5,"60-69","HS",511
"203",1,"Hispanic",-0.5,"60-69","Some college",612
"204",1,"Hispanic",-0.5,"60-69","4-Year College",140
"205",1,"Hispanic",-0.5,"60-69","Post-grad",171
"206",1,"Hispanic",-0.5,"70+","No HS",563
"207",1,"Hispanic",-0.5,"70+","HS",918
"208",1,"Hispanic",-0.5,"70+","Some college",517
"209",1,"Hispanic",-0.5,"70+","4-Year College",161
"210",1,"Hispanic",-0.5,"70+","Post-grad",49
"211",1,"Hispanic",0.5,"18-29","No HS",1943
"212",1,"Hispanic",0.5,"18-29","HS",2508
"213",1,"Hispanic",0.5,"18-29","Some college",3096
"214",1,"Hispanic",0.5,"18-29","4-Year College",755
"215",1,"Hispanic",0.5,"18-29","Post-grad",14
"216",1,"Hispanic",0.5,"30-39","No HS",1022
"217",1,"Hispanic",0.5,"30-39","HS",1312
"218",1,"Hispanic",0.5,"30-39","Some college",2040
"219",1,"Hispanic",0.5,"30-39","4-Year College",901
"220",1,"Hispanic",0.5,"30-39","Post-grad",154
"221",1,"Hispanic",0.5,"40-49","No HS",660
"222",1,"Hispanic",0.5,"40-49","HS",867
"223",1,"Hispanic",0.5,"40-49","Some college",964
"224",1,"Hispanic",0.5,"40-49","4-Year College",570
"225",1,"Hispanic",0.5,"40-49","Post-grad",412
"226",1,"Hispanic",0.5,"50-59","No HS",618
"227",1,"Hispanic",0.5,"50-59","HS",887
"228",1,"Hispanic",0.5,"50-59","Some college",953
"229",1,"Hispanic",0.5,"50-59","4-Year College",883
"230",1,"Hispanic",0.5,"50-59","Post-grad",690
"231",1,"Hispanic",0.5,"60-69","No HS",321
"232",1,"Hispanic",0.5,"60-69","HS",350
"233",1,"Hispanic",0.5,"60-69","Some college",720
"234",1,"Hispanic",0.5,"60-69","4-Year College",450
"235",1,"Hispanic",0.5,"60-69","Post-grad",388
"236",1,"Hispanic",0.5,"70+","No HS",230
"237",1,"Hispanic",0.5,"70+","HS",324
"238",1,"Hispanic",0.5,"70+","Some college",484
"239",1,"Hispanic",0.5,"70+","4-Year College",303
"240",1,"Hispanic",0.5,"70+","Post-grad",87
"241",2,"White",-0.5,"18-29","No HS",2863
"242",2,"White",-0.5,"18-29","HS",8337
"243",2,"White",-0.5,"18-29","Some college",13753
"244",2,"White",-0.5,"18-29","4-Year College",5983
"245",2,"White",-0.5,"18-29","Post-grad",1315
"246",2,"White",-0.5,"30-39","No HS",473
"247",2,"White",-0.5,"30-39","HS",5017
"248",2,"White",-0.5,"30-39","Some college",11482
"249",2,"White",-0.5,"30-39","4-Year College",9247
"250",2,"White",-0.5,"30-39","Post-grad",5325
"251",2,"White",-0.5,"40-49","No HS",992
"252",2,"White",-0.5,"40-49","HS",4861
"253",2,"White",-0.5,"40-49","Some college",8662
"254",2,"White",-0.5,"40-49","4-Year College",6002
"255",2,"White",-0.5,"40-49","Post-grad",4790
"256",2,"White",-0.5,"50-59","No HS",1421
"257",2,"White",-0.5,"50-59","HS",7707
"258",2,"White",-0.5,"50-59","Some college",11248
"259",2,"White",-0.5,"50-59","4-Year College",6715
"260",2,"White",-0.5,"50-59","Post-grad",4798
"261",2,"White",-0.5,"60-69","No HS",894
"262",2,"White",-0.5,"60-69","HS",5890
"263",2,"White",-0.5,"60-69","Some college",8565
"264",2,"White",-0.5,"60-69","4-Year College",6597
"265",2,"White",-0.5,"60-69","Post-grad",4264
"266",2,"White",-0.5,"70+","No HS",1565
"267",2,"White",-0.5,"70+","HS",4750
"268",2,"White",-0.5,"70+","Some college",5811
"269",2,"White",-0.5,"70+","4-Year College",2934
"270",2,"White",-0.5,"70+","Post-grad",1995
"271",2,"White",0.5,"18-29","No HS",3295
"272",2,"White",0.5,"18-29","HS",14112
"273",2,"White",0.5,"18-29","Some college",18291
"274",2,"White",0.5,"18-29","4-Year College",5216
"275",2,"White",0.5,"18-29","Post-grad",521
"276",2,"White",0.5,"30-39","No HS",1654
"277",2,"White",0.5,"30-39","HS",9832
"278",2,"White",0.5,"30-39","Some college",13307
"279",2,"White",0.5,"30-39","4-Year College",7440
"280",2,"White",0.5,"30-39","Post-grad",4175
"281",2,"White",0.5,"40-49","No HS",1000
"282",2,"White",0.5,"40-49","HS",7042
"283",2,"White",0.5,"40-49","Some college",10668
"284",2,"White",0.5,"40-49","4-Year College",6226
"285",2,"White",0.5,"40-49","Post-grad",3816
"286",2,"White",0.5,"50-59","No HS",1296
"287",2,"White",0.5,"50-59","HS",10265
"288",2,"White",0.5,"50-59","Some college",12389
"289",2,"White",0.5,"50-59","4-Year College",6678
"290",2,"White",0.5,"50-59","Post-grad",4668
"291",2,"White",0.5,"60-69","No HS",1434
"292",2,"White",0.5,"60-69","HS",7679
"293",2,"White",0.5,"60-69","Some college",11760
"294",2,"White",0.5,"60-69","4-Year College",5894
"295",2,"White",0.5,"60-69","Post-grad",4299
"296",2,"White",0.5,"70+","No HS",1264
"297",2,"White",0.5,"70+","HS",3412
"298",2,"White",0.5,"70+","Some college",5531
"299",2,"White",0.5,"70+","4-Year College",3026
"300",2,"White",0.5,"70+","Post-grad",3981
"301",2,"Black",-0.5,"18-29","No HS",0
"302",2,"Black",-0.5,"18-29","HS",852
"303",2,"Black",-0.5,"18-29","Some college",733
"304",2,"Black",-0.5,"18-29","4-Year College",338
"305",2,"Black",-0.5,"18-29","Post-grad",24
"306",2,"Black",-0.5,"30-39","No HS",0
"307",2,"Black",-0.5,"30-39","HS",224
"308",2,"Black",-0.5,"30-39","Some college",644
"309",2,"Black",-0.5,"30-39","4-Year College",316
"310",2,"Black",-0.5,"30-39","Post-grad",278
"311",2,"Black",-0.5,"40-49","No HS",0
"312",2,"Black",-0.5,"40-49","HS",287
"313",2,"Black",-0.5,"40-49","Some college",440
"314",2,"Black",-0.5,"40-49","4-Year College",37
"315",2,"Black",-0.5,"40-49","Post-grad",220
"316",2,"Black",-0.5,"50-59","No HS",65
"317",2,"Black",-0.5,"50-59","HS",515
"318",2,"Black",-0.5,"50-59","Some college",658
"319",2,"Black",-0.5,"50-59","4-Year College",181
"320",2,"Black",-0.5,"50-59","Post-grad",204
"321",2,"Black",-0.5,"60-69","No HS",70
"322",2,"Black",-0.5,"60-69","HS",260
"323",2,"Black",-0.5,"60-69","Some college",410
"324",2,"Black",-0.5,"60-69","4-Year College",42
"325",2,"Black",-0.5,"60-69","Post-grad",82
"326",2,"Black",-0.5,"70+","No HS",115
"327",2,"Black",-0.5,"70+","HS",212
"328",2,"Black",-0.5,"70+","Some college",131
"329",2,"Black",-0.5,"70+","4-Year College",69
"330",2,"Black",-0.5,"70+","Post-grad",32
"331",2,"Black",0.5,"18-29","No HS",543
"332",2,"Black",0.5,"18-29","HS",1489
"333",2,"Black",0.5,"18-29","Some college",1665
"334",2,"Black",0.5,"18-29","4-Year College",42
"335",2,"Black",0.5,"18-29","Post-grad",0
"336",2,"Black",0.5,"30-39","No HS",19
"337",2,"Black",0.5,"30-39","HS",998
"338",2,"Black",0.5,"30-39","Some college",1129
"339",2,"Black",0.5,"30-39","4-Year College",0
"340",2,"Black",0.5,"30-39","Post-grad",57
"341",2,"Black",0.5,"40-49","No HS",122
"342",2,"Black",0.5,"40-49","HS",890
"343",2,"Black",0.5,"40-49","Some college",518
"344",2,"Black",0.5,"40-49","4-Year College",96
"345",2,"Black",0.5,"40-49","Post-grad",117
"346",2,"Black",0.5,"50-59","No HS",54
"347",2,"Black",0.5,"50-59","HS",412
"348",2,"Black",0.5,"50-59","Some college",413
"349",2,"Black",0.5,"50-59","4-Year College",105
"350",2,"Black",0.5,"50-59","Post-grad",47
"351",2,"Black",0.5,"60-69","No HS",71
"352",2,"Black",0.5,"60-69","HS",43
"353",2,"Black",0.5,"60-69","Some college",450
"354",2,"Black",0.5,"60-69","4-Year College",101
"355",2,"Black",0.5,"60-69","Post-grad",259
"356",2,"Black",0.5,"70+","No HS",113
"357",2,"Black",0.5,"70+","HS",0
"358",2,"Black",0.5,"70+","Some college",189
"359",2,"Black",0.5,"70+","4-Year College",104
"360",2,"Black",0.5,"70+","Post-grad",91
"361",2,"Other",-0.5,"18-29","No HS",2967
"362",2,"Other",-0.5,"18-29","HS",8153
"363",2,"Other",-0.5,"18-29","Some college",8685
"364",2,"Other",-0.5,"18-29","4-Year College",2072
"365",2,"Other",-0.5,"18-29","Post-grad",311
"366",2,"Other",-0.5,"30-39","No HS",1985
"367",2,"Other",-0.5,"30-39","HS",4181
"368",2,"Other",-0.5,"30-39","Some college",5299
"369",2,"Other",-0.5,"30-39","4-Year College",1495
"370",2,"Other",-0.5,"30-39","Post-grad",687
"371",2,"Other",-0.5,"40-49","No HS",797
"372",2,"Other",-0.5,"40-49","HS",3489
"373",2,"Other",-0.5,"40-49","Some college",4790
"374",2,"Other",-0.5,"40-49","4-Year College",1864
"375",2,"Other",-0.5,"40-49","Post-grad",486
"376",2,"Other",-0.5,"50-59","No HS",1552
"377",2,"Other",-0.5,"50-59","HS",3470
"378",2,"Other",-0.5,"50-59","Some college",3440
"379",2,"Other",-0.5,"50-59","4-Year College",1808
"380",2,"Other",-0.5,"50-59","Post-grad",838
"381",2,"Other",-0.5,"60-69","No HS",1422
"382",2,"Other",-0.5,"60-69","HS",2507
"383",2,"Other",-0.5,"60-69","Some college",3221
"384",2,"Other",-0.5,"60-69","4-Year College",861
"385",2,"Other",-0.5,"60-69","Post-grad",255
"386",2,"Other",-0.5,"70+","No HS",2025
"387",2,"Other",-0.5,"70+","HS",1484
"388",2,"Other",-0.5,"70+","Some college",908
"389",2,"Other",-0.5,"70+","4-Year College",579
"390",2,"Other",-0.5,"70+","Post-grad",196
"391",2,"Other",0.5,"18-29","No HS",4235
"392",2,"Other",0.5,"18-29","HS",10222
"393",2,"Other",0.5,"18-29","Some college",7103
"394",2,"Other",0.5,"18-29","4-Year College",1247
"395",2,"Other",0.5,"18-29","Post-grad",113
"396",2,"Other",0.5,"30-39","No HS",1486
"397",2,"Other",0.5,"30-39","HS",6351
"398",2,"Other",0.5,"30-39","Some college",4325
"399",2,"Other",0.5,"30-39","4-Year College",1246
"400",2,"Other",0.5,"30-39","Post-grad",411
"401",2,"Other",0.5,"40-49","No HS",1269
"402",2,"Other",0.5,"40-49","HS",5096
"403",2,"Other",0.5,"40-49","Some college",3436
"404",2,"Other",0.5,"40-49","4-Year College",1177
"405",2,"Other",0.5,"40-49","Post-grad",441
"406",2,"Other",0.5,"50-59","No HS",1178
"407",2,"Other",0.5,"50-59","HS",4547
"408",2,"Other",0.5,"50-59","Some college",3482
"409",2,"Other",0.5,"50-59","4-Year College",691
"410",2,"Other",0.5,"50-59","Post-grad",380
"411",2,"Other",0.5,"60-69","No HS",899
"412",2,"Other",0.5,"60-69","HS",2635
"413",2,"Other",0.5,"60-69","Some college",2640
"414",2,"Other",0.5,"60-69","4-Year College",919
"415",2,"Other",0.5,"60-69","Post-grad",202
"416",2,"Other",0.5,"70+","No HS",1490
"417",2,"Other",0.5,"70+","HS",730
"418",2,"Other",0.5,"70+","Some college",945
"419",2,"Other",0.5,"70+","4-Year College",390
"420",2,"Other",0.5,"70+","Post-grad",144
"421",2,"Hispanic",-0.5,"18-29","No HS",282
"422",2,"Hispanic",-0.5,"18-29","HS",657
"423",2,"Hispanic",-0.5,"18-29","Some college",1341
"424",2,"Hispanic",-0.5,"18-29","4-Year College",343
"425",2,"Hispanic",-0.5,"18-29","Post-grad",7
"426",2,"Hispanic",-0.5,"30-39","No HS",57
"427",2,"Hispanic",-0.5,"30-39","HS",221
"428",2,"Hispanic",-0.5,"30-39","Some college",512
"429",2,"Hispanic",-0.5,"30-39","4-Year College",303
"430",2,"Hispanic",-0.5,"30-39","Post-grad",385
"431",2,"Hispanic",-0.5,"40-49","No HS",46
"432",2,"Hispanic",-0.5,"40-49","HS",456
"433",2,"Hispanic",-0.5,"40-49","Some college",762
"434",2,"Hispanic",-0.5,"40-49","4-Year College",516
"435",2,"Hispanic",-0.5,"40-49","Post-grad",124
"436",2,"Hispanic",-0.5,"50-59","No HS",98
"437",2,"Hispanic",-0.5,"50-59","HS",137
"438",2,"Hispanic",-0.5,"50-59","Some college",395
"439",2,"Hispanic",-0.5,"50-59","4-Year College",152
"440",2,"Hispanic",-0.5,"50-59","Post-grad",0
"441",2,"Hispanic",-0.5,"60-69","No HS",0
"442",2,"Hispanic",-0.5,"60-69","HS",75
"443",2,"Hispanic",-0.5,"60-69","Some college",267
"444",2,"Hispanic",-0.5,"60-69","4-Year College",188
"445",2,"Hispanic",-0.5,"60-69","Post-grad",0
"446",2,"Hispanic",-0.5,"70+","No HS",115
"447",2,"Hispanic",-0.5,"70+","HS",23
"448",2,"Hispanic",-0.5,"70+","Some college",151
"449",2,"Hispanic",-0.5,"70+","4-Year College",107
"450",2,"Hispanic",-0.5,"70+","Post-grad",20
"451",2,"Hispanic",0.5,"18-29","No HS",312
"452",2,"Hispanic",0.5,"18-29","HS",1110
"453",2,"Hispanic",0.5,"18-29","Some college",2553
"454",2,"Hispanic",0.5,"18-29","4-Year College",153
"455",2,"Hispanic",0.5,"18-29","Post-grad",1
"456",2,"Hispanic",0.5,"30-39","No HS",188
"457",2,"Hispanic",0.5,"30-39","HS",443
"458",2,"Hispanic",0.5,"30-39","Some college",1244
"459",2,"Hispanic",0.5,"30-39","4-Year College",427
"460",2,"Hispanic",0.5,"30-39","Post-grad",22
"461",2,"Hispanic",0.5,"40-49","No HS",55
"462",2,"Hispanic",0.5,"40-49","HS",220
"463",2,"Hispanic",0.5,"40-49","Some college",677
"464",2,"Hispanic",0.5,"40-49","4-Year College",172
"465",2,"Hispanic",0.5,"40-49","Post-grad",133
"466",2,"Hispanic",0.5,"50-59","No HS",58
"467",2,"Hispanic",0.5,"50-59","HS",678
"468",2,"Hispanic",0.5,"50-59","Some college",108
"469",2,"Hispanic",0.5,"50-59","4-Year College",143
"470",2,"Hispanic",0.5,"50-59","Post-grad",61
"471",2,"Hispanic",0.5,"60-69","No HS",0
"472",2,"Hispanic",0.5,"60-69","HS",172
"473",2,"Hispanic",0.5,"60-69","Some college",337
"474",2,"Hispanic",0.5,"60-69","4-Year College",123
"475",2,"Hispanic",0.5,"60-69","Post-grad",8
"476",2,"Hispanic",0.5,"70+","No HS",38
"477",2,"Hispanic",0.5,"70+","HS",76
"478",2,"Hispanic",0.5,"70+","Some college",141
"479",2,"Hispanic",0.5,"70+","4-Year College",18
"480",2,"Hispanic",0.5,"70+","Post-grad",0
"481",4,"White",-0.5,"18-29","No HS",19370
"482",4,"White",-0.5,"18-29","HS",57146
"483",4,"White",-0.5,"18-29","Some college",108034
"484",4,"White",-0.5,"18-29","4-Year College",51410
"485",4,"White",-0.5,"18-29","Post-grad",10340
"486",4,"White",-0.5,"30-39","No HS",10409
"487",4,"White",-0.5,"30-39","HS",31231
"488",4,"White",-0.5,"30-39","Some college",78468
"489",4,"White",-0.5,"30-39","4-Year College",58258
"490",4,"White",-0.5,"30-39","Post-grad",31059
"491",4,"White",-0.5,"40-49","No HS",9809
"492",4,"White",-0.5,"40-49","HS",38619
"493",4,"White",-0.5,"40-49","Some college",80636
"494",4,"White",-0.5,"40-49","4-Year College",54939
"495",4,"White",-0.5,"40-49","Post-grad",32797
"496",4,"White",-0.5,"50-59","No HS",12313
"497",4,"White",-0.5,"50-59","HS",62232
"498",4,"White",-0.5,"50-59","Some college",109714
"499",4,"White",-0.5,"50-59","4-Year College",56733
"500",4,"White",-0.5,"50-59","Post-grad",33450
"501",4,"White",-0.5,"60-69","No HS",11639
"502",4,"White",-0.5,"60-69","HS",70141
"503",4,"White",-0.5,"60-69","Some college",120669
"504",4,"White",-0.5,"60-69","4-Year College",58670
"505",4,"White",-0.5,"60-69","Post-grad",41591
"506",4,"White",-0.5,"70+","No HS",27956
"507",4,"White",-0.5,"70+","HS",110706
"508",4,"White",-0.5,"70+","Some college",116209
"509",4,"White",-0.5,"70+","4-Year College",46215
"510",4,"White",-0.5,"70+","Post-grad",35281
"511",4,"White",0.5,"18-29","No HS",25642
"512",4,"White",0.5,"18-29","HS",77083
"513",4,"White",0.5,"18-29","Some college",111214
"514",4,"White",0.5,"18-29","4-Year College",41375
"515",4,"White",0.5,"18-29","Post-grad",6589
"516",4,"White",0.5,"30-39","No HS",12330
"517",4,"White",0.5,"30-39","HS",47187
"518",4,"White",0.5,"30-39","Some college",82024
"519",4,"White",0.5,"30-39","4-Year College",53538
"520",4,"White",0.5,"30-39","Post-grad",24970
"521",4,"White",0.5,"40-49","No HS",13239
"522",4,"White",0.5,"40-49","HS",45287
"523",4,"White",0.5,"40-49","Some college",81307
"524",4,"White",0.5,"40-49","4-Year College",53989
"525",4,"White",0.5,"40-49","Post-grad",30851
"526",4,"White",0.5,"50-59","No HS",15723
"527",4,"White",0.5,"50-59","HS",66362
"528",4,"White",0.5,"50-59","Some college",95157
"529",4,"White",0.5,"50-59","4-Year College",54057
"530",4,"White",0.5,"50-59","Post-grad",31902
"531",4,"White",0.5,"60-69","No HS",10903
"532",4,"White",0.5,"60-69","HS",53124
"533",4,"White",0.5,"60-69","Some college",102248
"534",4,"White",0.5,"60-69","4-Year College",61403
"535",4,"White",0.5,"60-69","Post-grad",42031
"536",4,"White",0.5,"70+","No HS",21153
"537",4,"White",0.5,"70+","HS",69343
"538",4,"White",0.5,"70+","Some college",91432
"539",4,"White",0.5,"70+","4-Year College",58073
